m/z,Intensity,Index,Scan_ID,Source_File
783.875,608665.75,9342,3,Cytochrome_C.mzML
784.375,341837.3,9350,3,Cytochrome_C.mzML
785.0625,1.0867169e+06,9361,3,Cytochrome_C.mzML
785.4375,925773.5,9367,3,Cytochrome_C.mzML
786.0,357881.03,9376,3,Cytochrome_C.mzML
786.4375,572896.56,9383,3,Cytochrome_C.mzML
786.875,471307.8,9390,3,Cytochrome_C.mzML
787.1875,267039.62,9395,3,Cytochrome_C.mzML
787.375,270242.94,9398,3,Cytochrome_C.mzML
787.625,271528.2,9402,3,Cytochrome_C.mzML
788.0625,169585.02,9409,3,Cytochrome_C.mzML
788.5,153299.02,9416,3,Cytochrome_C.mzML
788.8125,436045.62,9421,3,Cytochrome_C.mzML
789.1875,479631.5,9427,3,Cytochrome_C.mzML
789.75,234027.98,9436,3,Cytochrome_C.mzML
790.0625,70757.45,9441,3,Cytochrome_C.mzML
790.3125,221197.33,9445,3,Cytochrome_C.mzML
790.6875,505605.97,9451,3,Cytochrome_C.mzML
791.375,476690.72,9462,3,Cytochrome_C.mzML
792.25,399102.84,9476,3,Cytochrome_C.mzML
792.8125,382961.0,9485,3,Cytochrome_C.mzML
793.25,316620.12,9492,3,Cytochrome_C.mzML
793.6875,243353.42,9499,3,Cytochrome_C.mzML
793.9375,252961.83,9503,3,Cytochrome_C.mzML
794.25,564433.94,9508,3,Cytochrome_C.mzML
794.5,398512.8,9512,3,Cytochrome_C.mzML
794.75,322866.97,9516,3,Cytochrome_C.mzML
795.25,691606.5,9524,3,Cytochrome_C.mzML
796.0625,284202.0,9537,3,Cytochrome_C.mzML
796.375,404564.3,9542,3,Cytochrome_C.mzML
796.9375,397908.5,9551,3,Cytochrome_C.mzML
797.25,205759.0,9556,3,Cytochrome_C.mzML
797.6875,538615.06,9563,3,Cytochrome_C.mzML
798.0625,203999.66,9569,3,Cytochrome_C.mzML
798.3125,205065.14,9573,3,Cytochrome_C.mzML
798.6875,321255.1,9579,3,Cytochrome_C.mzML
798.9375,302675.34,9583,3,Cytochrome_C.mzML
799.1875,247155.28,9587,3,Cytochrome_C.mzML
799.5625,339233.12,9593,3,Cytochrome_C.mzML
800.0,114470.625,9600,3,Cytochrome_C.mzML
800.375,174037.11,9606,3,Cytochrome_C.mzML
800.6875,98775.25,9611,3,Cytochrome_C.mzML
801.0,212644.0,9616,3,Cytochrome_C.mzML
801.375,75885.94,9622,3,Cytochrome_C.mzML
801.75,238469.16,9628,3,Cytochrome_C.mzML
802.1875,100353.97,9635,3,Cytochrome_C.mzML
802.4375,237752.9,9639,3,Cytochrome_C.mzML
802.875,191063.52,9646,3,Cytochrome_C.mzML
803.375,301402.03,9654,3,Cytochrome_C.mzML
803.75,277724.0,9660,3,Cytochrome_C.mzML
804.0625,386883.94,9665,3,Cytochrome_C.mzML
804.75,363401.3,9676,3,Cytochrome_C.mzML
805.1875,336770.84,9683,3,Cytochrome_C.mzML
805.75,273385.38,9692,3,Cytochrome_C.mzML
806.1875,73688.086,9699,3,Cytochrome_C.mzML
806.5625,336667.12,9705,3,Cytochrome_C.mzML
806.875,407788.25,9710,3,Cytochrome_C.mzML
807.1875,405406.03,9715,3,Cytochrome_C.mzML
807.75,70691.25,9724,3,Cytochrome_C.mzML
808.4375,385051.62,9735,3,Cytochrome_C.mzML
809.0625,382063.5,9745,3,Cytochrome_C.mzML
809.3125,313626.97,9749,3,Cytochrome_C.mzML
809.8125,268358.44,9757,3,Cytochrome_C.mzML
810.1875,245504.89,9763,3,Cytochrome_C.mzML
810.6875,112849.74,9771,3,Cytochrome_C.mzML
811.0,187989.77,9776,3,Cytochrome_C.mzML
811.4375,276950.72,9783,3,Cytochrome_C.mzML
811.75,176838.17,9788,3,Cytochrome_C.mzML
812.0,181033.94,9792,3,Cytochrome_C.mzML
812.4375,270989.2,9799,3,Cytochrome_C.mzML
812.75,231364.31,9804,3,Cytochrome_C.mzML
813.375,199180.4,9814,3,Cytochrome_C.mzML
814.0625,138711.9,9825,3,Cytochrome_C.mzML
814.3125,252306.97,9829,3,Cytochrome_C.mzML
814.625,318069.66,9834,3,Cytochrome_C.mzML
815.0625,223831.14,9841,3,Cytochrome_C.mzML
815.375,94208.29,9846,3,Cytochrome_C.mzML
815.8125,108507.77,9853,3,Cytochrome_C.mzML
816.1875,356229.06,9859,3,Cytochrome_C.mzML
816.5625,169825.8,9865,3,Cytochrome_C.mzML
816.9375,125219.29,9871,3,Cytochrome_C.mzML
817.1875,392747.06,9875,3,Cytochrome_C.mzML
817.5625,114025.86,9881,3,Cytochrome_C.mzML
818.1875,529471.56,9891,3,Cytochrome_C.mzML
818.625,259461.55,9898,3,Cytochrome_C.mzML
819.0,166125.52,9904,3,Cytochrome_C.mzML
819.375,245338.83,9910,3,Cytochrome_C.mzML
819.625,158356.56,9914,3,Cytochrome_C.mzML
820.125,135785.05,9922,3,Cytochrome_C.mzML
820.5625,35682.945,9929,3,Cytochrome_C.mzML
820.9375,208784.42,9935,3,Cytochrome_C.mzML
821.625,101349.945,9946,3,Cytochrome_C.mzML
822.0625,140378.7,9953,3,Cytochrome_C.mzML
822.3125,126408.484,9957,3,Cytochrome_C.mzML
822.8125,345443.2,9965,3,Cytochrome_C.mzML
823.375,360197.3,9974,3,Cytochrome_C.mzML
824.0,1.5414219e+06,9984,3,Cytochrome_C.mzML
825.0,2.0425956e+07,10000,3,Cytochrome_C.mzML
826.0625,1.4682552e+06,10017,3,Cytochrome_C.mzML
827.375,1.1454565e+06,10038,3,Cytochrome_C.mzML
827.8125,1.0097913e+06,10045,3,Cytochrome_C.mzML
828.125,934027.94,10050,3,Cytochrome_C.mzML
829.1875,1.1125379e+07,10067,3,Cytochrome_C.mzML
830.3125,1.2797258e+06,10085,3,Cytochrome_C.mzML
831.3125,937561.6,10101,3,Cytochrome_C.mzML
831.5625,566258.3,10105,3,Cytochrome_C.mzML
831.9375,936518.9,10111,3,Cytochrome_C.mzML
832.4375,618124.5,10119,3,Cytochrome_C.mzML
833.4375,4.383963e+06,10135,3,Cytochrome_C.mzML
834.5,352727.34,10152,3,Cytochrome_C.mzML
834.75,391620.47,10156,3,Cytochrome_C.mzML
835.25,88781.234,10164,3,Cytochrome_C.mzML
835.4375,279229.38,10167,3,Cytochrome_C.mzML
836.0,589557.1,10176,3,Cytochrome_C.mzML
836.5,146434.45,10184,3,Cytochrome_C.mzML
837.1875,1.3267156e+06,10195,3,Cytochrome_C.mzML
837.5,1.9541249e+06,10200,3,Cytochrome_C.mzML
838.3125,546083.2,10213,3,Cytochrome_C.mzML
838.5625,602315.44,10217,3,Cytochrome_C.mzML
839.6875,814511.06,10235,3,Cytochrome_C.mzML
839.9375,598923.1,10239,3,Cytochrome_C.mzML
840.375,253445.02,10246,3,Cytochrome_C.mzML
840.75,211462.62,10252,3,Cytochrome_C.mzML
841.0625,524233.12,10257,3,Cytochrome_C.mzML
841.375,819929.25,10262,3,Cytochrome_C.mzML
841.75,930021.2,10268,3,Cytochrome_C.mzML
842.125,352977.8,10274,3,Cytochrome_C.mzML
842.9375,726227.75,10287,3,Cytochrome_C.mzML
843.3125,412523.38,10293,3,Cytochrome_C.mzML
843.625,94945.375,10298,3,Cytochrome_C.mzML
844.0,288594.06,10304,3,Cytochrome_C.mzML
844.375,575969.44,10310,3,Cytochrome_C.mzML
844.9375,485782.2,10319,3,Cytochrome_C.mzML
845.3125,272837.12,10325,3,Cytochrome_C.mzML
845.9375,388085.56,10335,3,Cytochrome_C.mzML
846.3125,324316.1,10341,3,Cytochrome_C.mzML
846.6875,514594.12,10347,3,Cytochrome_C.mzML
847.1875,608381.8,10355,3,Cytochrome_C.mzML
847.8125,152271.4,10365,3,Cytochrome_C.mzML
848.25,301747.7,10372,3,Cytochrome_C.mzML
848.8125,213972.6,10381,3,Cytochrome_C.mzML
849.375,561660.56,10390,3,Cytochrome_C.mzML
849.75,169739.08,10396,3,Cytochrome_C.mzML
850.0,286020.44,10400,3,Cytochrome_C.mzML
850.625,469626.62,10410,3,Cytochrome_C.mzML
851.0,848855.3,10416,3,Cytochrome_C.mzML
851.4375,443127.6,10423,3,Cytochrome_C.mzML
852.125,516984.7,10434,3,Cytochrome_C.mzML
852.5625,353977.0,10441,3,Cytochrome_C.mzML
852.9375,334068.56,10447,3,Cytochrome_C.mzML
853.1875,467818.5,10451,3,Cytochrome_C.mzML
853.5625,313766.75,10457,3,Cytochrome_C.mzML
854.0,156397.12,10464,3,Cytochrome_C.mzML
854.4375,152914.62,10471,3,Cytochrome_C.mzML
854.625,35983.42,10474,3,Cytochrome_C.mzML
855.125,366523.0,10482,3,Cytochrome_C.mzML
855.75,335999.3,10492,3,Cytochrome_C.mzML
855.9375,375590.88,10495,3,Cytochrome_C.mzML
856.5,307295.8,10504,3,Cytochrome_C.mzML
857.0625,469708.72,10513,3,Cytochrome_C.mzML
857.6875,295034.22,10523,3,Cytochrome_C.mzML
857.9375,101010.4,10527,3,Cytochrome_C.mzML
858.1875,93198.18,10531,3,Cytochrome_C.mzML
858.375,212708.28,10534,3,Cytochrome_C.mzML
858.6875,13295.457,10539,3,Cytochrome_C.mzML
858.9375,79876.14,10543,3,Cytochrome_C.mzML
859.4375,176025.44,10551,3,Cytochrome_C.mzML
859.6875,164214.88,10555,3,Cytochrome_C.mzML
860.0625,175961.38,10561,3,Cytochrome_C.mzML
860.3125,152163.66,10565,3,Cytochrome_C.mzML
860.5625,373611.06,10569,3,Cytochrome_C.mzML
860.8125,194487.11,10573,3,Cytochrome_C.mzML
861.0625,246639.27,10577,3,Cytochrome_C.mzML
861.5,313159.94,10584,3,Cytochrome_C.mzML
862.0,49615.832,10592,3,Cytochrome_C.mzML
862.3125,296879.38,10597,3,Cytochrome_C.mzML
862.5625,239332.98,10601,3,Cytochrome_C.mzML
863.1875,309460.97,10611,3,Cytochrome_C.mzML
863.5625,243733.86,10617,3,Cytochrome_C.mzML
864.0,277504.9,10624,3,Cytochrome_C.mzML
864.3125,539528.25,10629,3,Cytochrome_C.mzML
864.8125,6934.9434,10637,3,Cytochrome_C.mzML
865.125,127436.03,10642,3,Cytochrome_C.mzML
865.4375,235044.45,10647,3,Cytochrome_C.mzML
865.9375,434541.72,10655,3,Cytochrome_C.mzML
866.3125,111276.34,10661,3,Cytochrome_C.mzML
866.5625,168234.45,10665,3,Cytochrome_C.mzML
866.875,190803.48,10670,3,Cytochrome_C.mzML
867.375,186171.66,10678,3,Cytochrome_C.mzML
867.875,198894.73,10686,3,Cytochrome_C.mzML
868.25,223138.89,10692,3,Cytochrome_C.mzML
868.625,142495.94,10698,3,Cytochrome_C.mzML
869.375,264567.5,10710,3,Cytochrome_C.mzML
870.0625,247215.66,10721,3,Cytochrome_C.mzML
870.25,244229.8,10724,3,Cytochrome_C.mzML
870.5,304016.22,10728,3,Cytochrome_C.mzML
871.1875,177372.34,10739,3,Cytochrome_C.mzML
871.5,371698.22,10744,3,Cytochrome_C.mzML
871.75,346224.84,10748,3,Cytochrome_C.mzML
872.125,130449.89,10754,3,Cytochrome_C.mzML
872.625,152265.83,10762,3,Cytochrome_C.mzML
873.0,296358.4,10768,3,Cytochrome_C.mzML
873.375,220291.17,10774,3,Cytochrome_C.mzML
873.75,79364.66,10780,3,Cytochrome_C.mzML
874.125,223824.53,10786,3,Cytochrome_C.mzML
874.5625,207864.66,10793,3,Cytochrome_C.mzML
875.0,160759.14,10800,3,Cytochrome_C.mzML
875.3125,110997.8,10805,3,Cytochrome_C.mzML
875.75,263017.06,10812,3,Cytochrome_C.mzML
876.25,306772.7,10820,3,Cytochrome_C.mzML
876.6875,283056.78,10827,3,Cytochrome_C.mzML
877.0625,380853.75,10833,3,Cytochrome_C.mzML
877.375,366199.62,10838,3,Cytochrome_C.mzML
877.75,180945.19,10844,3,Cytochrome_C.mzML
878.0625,102790.88,10849,3,Cytochrome_C.mzML
878.3125,108008.12,10853,3,Cytochrome_C.mzML
878.5625,359097.22,10857,3,Cytochrome_C.mzML
878.75,293567.8,10860,3,Cytochrome_C.mzML
879.0625,91715.336,10865,3,Cytochrome_C.mzML
879.4375,211645.88,10871,3,Cytochrome_C.mzML
879.625,204629.69,10874,3,Cytochrome_C.mzML
880.0,227310.55,10880,3,Cytochrome_C.mzML
880.5,111906.58,10888,3,Cytochrome_C.mzML
880.75,172011.86,10892,3,Cytochrome_C.mzML
881.0625,204197.75,10897,3,Cytochrome_C.mzML
881.5625,182372.97,10905,3,Cytochrome_C.mzML
882.0,135604.14,10912,3,Cytochrome_C.mzML
882.8125,1.4920025e+06,10925,3,Cytochrome_C.mzML
883.0625,1.4226578e+06,10929,3,Cytochrome_C.mzML
883.8125,1.8616576e+07,10941,3,Cytochrome_C.mzML
884.9375,1.3176126e+06,10959,3,Cytochrome_C.mzML
885.4375,504138.47,10967,3,Cytochrome_C.mzML
885.875,292187.84,10974,3,Cytochrome_C.mzML
886.25,345180.9,10980,3,Cytochrome_C.mzML
886.5625,331144.34,10985,3,Cytochrome_C.mzML
886.8125,323079.4,10989,3,Cytochrome_C.mzML
887.25,948171.6,10996,3,Cytochrome_C.mzML
888.3125,1.29086e+07,11013,3,Cytochrome_C.mzML
889.4375,1.2212782e+06,11031,3,Cytochrome_C.mzML
889.9375,194682.47,11039,3,Cytochrome_C.mzML
890.3125,226774.34,11045,3,Cytochrome_C.mzML
891.125,708377.9,11058,3,Cytochrome_C.mzML
891.5,999421.75,11064,3,Cytochrome_C.mzML
892.0625,753351.0,11073,3,Cytochrome_C.mzML
892.8125,6.225873e+06,11085,3,Cytochrome_C.mzML
893.625,725104.44,11098,3,Cytochrome_C.mzML
894.0,724279.8,11104,3,Cytochrome_C.mzML
894.3125,540388.5,11109,3,Cytochrome_C.mzML
895.25,677610.0,11124,3,Cytochrome_C.mzML
895.375,679519.3,11126,3,Cytochrome_C.mzML
896.25,617143.0,11140,3,Cytochrome_C.mzML
896.75,806291.9,11148,3,Cytochrome_C.mzML
897.25,2.481103e+06,11156,3,Cytochrome_C.mzML
897.8125,491204.06,11165,3,Cytochrome_C.mzML
898.3125,742269.1,11173,3,Cytochrome_C.mzML
898.5625,825896.4,11177,3,Cytochrome_C.mzML
899.1875,334758.2,11187,3,Cytochrome_C.mzML
899.8125,683035.2,11197,3,Cytochrome_C.mzML
900.1875,338191.12,11203,3,Cytochrome_C.mzML
901.3125,954087.3,11221,3,Cytochrome_C.mzML
901.625,1.0851319e+06,11226,3,Cytochrome_C.mzML
902.6875,532666.0,11243,3,Cytochrome_C.mzML
903.0,592092.4,11248,3,Cytochrome_C.mzML
903.3125,654552.6,11253,3,Cytochrome_C.mzML
903.8125,199363.78,11261,3,Cytochrome_C.mzML
904.0625,126292.84,11265,3,Cytochrome_C.mzML
904.375,696781.4,11270,3,Cytochrome_C.mzML
904.8125,399365.66,11277,3,Cytochrome_C.mzML
905.3125,348601.7,11285,3,Cytochrome_C.mzML
905.5,259021.12,11288,3,Cytochrome_C.mzML
905.875,548208.4,11294,3,Cytochrome_C.mzML
906.1875,702273.44,11299,3,Cytochrome_C.mzML
906.375,536116.7,11302,3,Cytochrome_C.mzML
907.0625,596724.7,11313,3,Cytochrome_C.mzML
907.4375,686495.44,11319,3,Cytochrome_C.mzML
907.9375,308879.34,11327,3,Cytochrome_C.mzML
908.3125,345461.34,11333,3,Cytochrome_C.mzML
908.8125,382244.9,11341,3,Cytochrome_C.mzML
909.0,227791.34,11344,3,Cytochrome_C.mzML
909.375,497647.66,11350,3,Cytochrome_C.mzML
909.6875,382142.9,11355,3,Cytochrome_C.mzML
910.125,627715.5,11362,3,Cytochrome_C.mzML
910.5625,710458.56,11369,3,Cytochrome_C.mzML
911.25,588925.94,11380,3,Cytochrome_C.mzML
911.625,582803.75,11386,3,Cytochrome_C.mzML
911.9375,377828.84,11391,3,Cytochrome_C.mzML
912.5625,293986.94,11401,3,Cytochrome_C.mzML
912.875,149806.53,11406,3,Cytochrome_C.mzML
913.25,736208.7,11412,3,Cytochrome_C.mzML
913.75,301018.16,11420,3,Cytochrome_C.mzML
914.1875,254280.88,11427,3,Cytochrome_C.mzML
914.5,319218.12,11432,3,Cytochrome_C.mzML
914.75,281811.53,11436,3,Cytochrome_C.mzML
915.3125,336684.53,11445,3,Cytochrome_C.mzML
915.625,217216.23,11450,3,Cytochrome_C.mzML
915.875,142494.39,11454,3,Cytochrome_C.mzML
916.125,317470.25,11458,3,Cytochrome_C.mzML
916.375,157808.98,11462,3,Cytochrome_C.mzML
916.625,235557.47,11466,3,Cytochrome_C.mzML
917.1875,395891.6,11475,3,Cytochrome_C.mzML
918.125,235597.31,11490,3,Cytochrome_C.mzML
918.4375,313856.72,11495,3,Cytochrome_C.mzML
918.75,41502.203,11500,3,Cytochrome_C.mzML
918.9375,84424.69,11503,3,Cytochrome_C.mzML
919.1875,91319.69,11507,3,Cytochrome_C.mzML
919.5625,284303.25,11513,3,Cytochrome_C.mzML
919.875,288795.12,11518,3,Cytochrome_C.mzML
920.1875,361426.56,11523,3,Cytochrome_C.mzML
920.6875,374390.44,11531,3,Cytochrome_C.mzML
921.0,24196.773,11536,3,Cytochrome_C.mzML
921.25,153707.12,11540,3,Cytochrome_C.mzML
921.5,79577.88,11544,3,Cytochrome_C.mzML
921.8125,279305.8,11549,3,Cytochrome_C.mzML
922.0,548069.94,11552,3,Cytochrome_C.mzML
922.6875,478670.5,11563,3,Cytochrome_C.mzML
922.9375,270508.38,11567,3,Cytochrome_C.mzML
923.125,270079.06,11570,3,Cytochrome_C.mzML
923.625,46066.883,11578,3,Cytochrome_C.mzML
924.125,183462.23,11586,3,Cytochrome_C.mzML
924.4375,222281.86,11591,3,Cytochrome_C.mzML
924.75,308480.94,11596,3,Cytochrome_C.mzML
924.9375,323507.3,11599,3,Cytochrome_C.mzML
925.25,55281.977,11604,3,Cytochrome_C.mzML
925.75,196000.98,11612,3,Cytochrome_C.mzML
926.125,233052.72,11618,3,Cytochrome_C.mzML
926.4375,267529.2,11623,3,Cytochrome_C.mzML
926.6875,336196.25,11627,3,Cytochrome_C.mzML
927.25,399335.66,11636,3,Cytochrome_C.mzML
927.6875,348669.97,11643,3,Cytochrome_C.mzML
928.125,287311.12,11650,3,Cytochrome_C.mzML
928.375,267969.03,11654,3,Cytochrome_C.mzML
929.1875,221106.0,11667,3,Cytochrome_C.mzML
929.4375,488653.6,11671,3,Cytochrome_C.mzML
930.125,156407.28,11682,3,Cytochrome_C.mzML
930.625,42661.656,11690,3,Cytochrome_C.mzML
930.875,200339.1,11694,3,Cytochrome_C.mzML
931.1875,280043.88,11699,3,Cytochrome_C.mzML
931.5,183605.22,11704,3,Cytochrome_C.mzML
932.0,350119.12,11712,3,Cytochrome_C.mzML
932.3125,63867.633,11717,3,Cytochrome_C.mzML
932.5625,293902.53,11721,3,Cytochrome_C.mzML
933.0,366670.8,11728,3,Cytochrome_C.mzML
933.3125,208453.6,11733,3,Cytochrome_C.mzML
933.875,235950.11,11742,3,Cytochrome_C.mzML
934.3125,156612.52,11749,3,Cytochrome_C.mzML
934.6875,121169.484,11755,3,Cytochrome_C.mzML
935.25,280440.22,11764,3,Cytochrome_C.mzML
935.5,334326.03,11768,3,Cytochrome_C.mzML
936.0,361020.03,11776,3,Cytochrome_C.mzML
936.375,234560.86,11782,3,Cytochrome_C.mzML
936.8125,229799.8,11789,3,Cytochrome_C.mzML
937.0625,153047.66,11793,3,Cytochrome_C.mzML
937.5,249452.02,11800,3,Cytochrome_C.mzML
937.9375,449735.53,11807,3,Cytochrome_C.mzML
938.4375,210245.77,11815,3,Cytochrome_C.mzML
938.6875,92471.14,11819,3,Cytochrome_C.mzML
938.9375,101370.71,11823,3,Cytochrome_C.mzML
939.1875,173498.03,11827,3,Cytochrome_C.mzML
939.6875,303087.4,11835,3,Cytochrome_C.mzML
940.0,76274.66,11840,3,Cytochrome_C.mzML
940.25,162780.05,11844,3,Cytochrome_C.mzML
940.5,144075.38,11848,3,Cytochrome_C.mzML
940.75,144161.28,11852,3,Cytochrome_C.mzML
941.1875,246142.16,11859,3,Cytochrome_C.mzML
941.5,148864.03,11864,3,Cytochrome_C.mzML
941.875,12319.627,11870,3,Cytochrome_C.mzML
942.1875,90608.34,11875,3,Cytochrome_C.mzML
942.5,305732.12,11880,3,Cytochrome_C.mzML
943.0,239389.25,11888,3,Cytochrome_C.mzML
943.1875,261895.12,11891,3,Cytochrome_C.mzML
943.625,294418.44,11898,3,Cytochrome_C.mzML
944.0625,113278.03,11905,3,Cytochrome_C.mzML
944.4375,247330.73,11911,3,Cytochrome_C.mzML
944.8125,207276.03,11917,3,Cytochrome_C.mzML
945.3125,265297.0,11925,3,Cytochrome_C.mzML
945.8125,215034.03,11933,3,Cytochrome_C.mzML
946.375,206024.98,11942,3,Cytochrome_C.mzML
946.625,129507.23,11946,3,Cytochrome_C.mzML
947.125,29760.8,11954,3,Cytochrome_C.mzML
947.5,435020.34,11960,3,Cytochrome_C.mzML
947.8125,180226.86,11965,3,Cytochrome_C.mzML
948.3125,91691.17,11973,3,Cytochrome_C.mzML
948.75,119864.6,11980,3,Cytochrome_C.mzML
949.25,274490.8,11988,3,Cytochrome_C.mzML
949.4375,300101.5,11991,3,Cytochrome_C.mzML
950.4375,1.1193156e+06,12007,3,Cytochrome_C.mzML
950.6875,1.427968e+06,12011,3,Cytochrome_C.mzML
951.75,1.3634692e+07,12028,3,Cytochrome_C.mzML
952.875,1.5368372e+06,12046,3,Cytochrome_C.mzML
953.625,111073.06,12058,3,Cytochrome_C.mzML
954.125,688779.56,12066,3,Cytochrome_C.mzML
954.625,521912.7,12074,3,Cytochrome_C.mzML
955.3125,938792.4,12085,3,Cytochrome_C.mzML
956.5625,1.1927666e+07,12105,3,Cytochrome_C.mzML
957.6875,1.3195916e+06,12123,3,Cytochrome_C.mzML
958.0,982913.75,12128,3,Cytochrome_C.mzML
958.8125,501173.62,12141,3,Cytochrome_C.mzML
959.0,423701.94,12144,3,Cytochrome_C.mzML
959.25,685052.75,12148,3,Cytochrome_C.mzML
959.625,571857.9,12154,3,Cytochrome_C.mzML
959.9375,567250.0,12159,3,Cytochrome_C.mzML
960.25,755182.5,12164,3,Cytochrome_C.mzML
960.5,866620.25,12168,3,Cytochrome_C.mzML
961.1875,5.679864e+06,12179,3,Cytochrome_C.mzML
961.6875,3.746492e+06,12187,3,Cytochrome_C.mzML
962.3125,478705.2,12197,3,Cytochrome_C.mzML
962.5,471988.62,12200,3,Cytochrome_C.mzML
963.0,661335.0,12208,3,Cytochrome_C.mzML
963.375,112330.41,12214,3,Cytochrome_C.mzML
963.875,744026.0,12222,3,Cytochrome_C.mzML
964.25,508178.56,12228,3,Cytochrome_C.mzML
964.625,594896.44,12234,3,Cytochrome_C.mzML
965.0,612265.25,12240,3,Cytochrome_C.mzML
965.9375,2.0263375e+06,12255,3,Cytochrome_C.mzML
966.25,2.7752375e+06,12260,3,Cytochrome_C.mzML
967.0,194275.84,12272,3,Cytochrome_C.mzML
967.3125,551804.0,12277,3,Cytochrome_C.mzML
967.5625,513407.12,12281,3,Cytochrome_C.mzML
968.0,336988.7,12288,3,Cytochrome_C.mzML
968.3125,365998.3,12293,3,Cytochrome_C.mzML
968.625,485808.62,12298,3,Cytochrome_C.mzML
969.3125,583533.3,12309,3,Cytochrome_C.mzML
969.6875,154777.53,12315,3,Cytochrome_C.mzML
970.5625,1.107082e+06,12329,3,Cytochrome_C.mzML
970.875,1.1914818e+06,12334,3,Cytochrome_C.mzML
971.125,1.2873609e+06,12338,3,Cytochrome_C.mzML
971.875,563062.25,12350,3,Cytochrome_C.mzML
972.25,554498.1,12356,3,Cytochrome_C.mzML
972.6875,251169.5,12363,3,Cytochrome_C.mzML
973.1875,302681.53,12371,3,Cytochrome_C.mzML
973.6875,570685.44,12379,3,Cytochrome_C.mzML
974.0625,407705.5,12385,3,Cytochrome_C.mzML
974.3125,146739.95,12389,3,Cytochrome_C.mzML
974.5625,288430.88,12393,3,Cytochrome_C.mzML
975.0625,382602.7,12401,3,Cytochrome_C.mzML
975.5,519252.5,12408,3,Cytochrome_C.mzML
976.125,519912.12,12418,3,Cytochrome_C.mzML
977.0625,568935.9,12433,3,Cytochrome_C.mzML
977.4375,480115.06,12439,3,Cytochrome_C.mzML
978.0,133585.25,12448,3,Cytochrome_C.mzML
978.25,107203.06,12452,3,Cytochrome_C.mzML
978.5625,379323.6,12457,3,Cytochrome_C.mzML
978.8125,222088.16,12461,3,Cytochrome_C.mzML
979.0625,236154.6,12465,3,Cytochrome_C.mzML
979.375,189533.81,12470,3,Cytochrome_C.mzML
979.625,130710.36,12474,3,Cytochrome_C.mzML
980.0,457297.12,12480,3,Cytochrome_C.mzML
980.5,360291.12,12488,3,Cytochrome_C.mzML
980.8125,216276.98,12493,3,Cytochrome_C.mzML
981.5,769386.3,12504,3,Cytochrome_C.mzML
981.8125,590259.3,12509,3,Cytochrome_C.mzML
982.25,405172.62,12516,3,Cytochrome_C.mzML
982.5,282309.0,12520,3,Cytochrome_C.mzML
982.875,111377.11,12526,3,Cytochrome_C.mzML
983.4375,162425.83,12535,3,Cytochrome_C.mzML
983.75,434688.44,12540,3,Cytochrome_C.mzML
984.25,200743.12,12548,3,Cytochrome_C.mzML
984.4375,250675.25,12551,3,Cytochrome_C.mzML
984.75,407130.62,12556,3,Cytochrome_C.mzML
985.25,203915.69,12564,3,Cytochrome_C.mzML
985.875,311744.78,12574,3,Cytochrome_C.mzML
986.4375,205150.38,12583,3,Cytochrome_C.mzML
986.8125,356304.06,12589,3,Cytochrome_C.mzML
987.125,60410.89,12594,3,Cytochrome_C.mzML
987.5,274780.28,12600,3,Cytochrome_C.mzML
987.875,230580.78,12606,3,Cytochrome_C.mzML
988.3125,127638.18,12613,3,Cytochrome_C.mzML
988.75,340600.72,12620,3,Cytochrome_C.mzML
989.25,325764.1,12628,3,Cytochrome_C.mzML
989.5625,112130.4,12633,3,Cytochrome_C.mzML
989.8125,350566.53,12637,3,Cytochrome_C.mzML
990.0625,427590.8,12641,3,Cytochrome_C.mzML
990.375,94471.97,12646,3,Cytochrome_C.mzML
990.75,340800.88,12652,3,Cytochrome_C.mzML
991.5,275811.66,12664,3,Cytochrome_C.mzML
991.6875,168157.58,12667,3,Cytochrome_C.mzML
991.9375,351444.2,12671,3,Cytochrome_C.mzML
992.25,216012.38,12676,3,Cytochrome_C.mzML
992.75,128721.99,12684,3,Cytochrome_C.mzML
993.1875,93180.055,12691,3,Cytochrome_C.mzML
993.4375,343834.3,12695,3,Cytochrome_C.mzML
993.9375,207656.03,12703,3,Cytochrome_C.mzML
994.125,206659.58,12706,3,Cytochrome_C.mzML
994.375,199478.72,12710,3,Cytochrome_C.mzML
994.875,211696.38,12718,3,Cytochrome_C.mzML
995.0625,236167.88,12721,3,Cytochrome_C.mzML
995.75,124599.64,12732,3,Cytochrome_C.mzML
996.125,233350.88,12738,3,Cytochrome_C.mzML
996.5,263857.16,12744,3,Cytochrome_C.mzML
996.875,226077.06,12750,3,Cytochrome_C.mzML
997.125,174881.48,12754,3,Cytochrome_C.mzML
997.4375,91513.14,12759,3,Cytochrome_C.mzML
997.75,262578.44,12764,3,Cytochrome_C.mzML
998.1875,197682.11,12771,3,Cytochrome_C.mzML
998.625,135988.75,12778,3,Cytochrome_C.mzML
999.0625,197998.27,12785,3,Cytochrome_C.mzML
999.625,223049.38,12794,3,Cytochrome_C.mzML
1000.0,86957.14,12800,3,Cytochrome_C.mzML
1000.25,240577.06,12804,3,Cytochrome_C.mzML
1000.5,254270.72,12808,3,Cytochrome_C.mzML
1001.3125,232098.56,12821,3,Cytochrome_C.mzML
1001.75,199503.75,12828,3,Cytochrome_C.mzML
1002.0,137818.92,12832,3,Cytochrome_C.mzML
